brand,description,price,product_links
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_6_231&otracker=search&otracker1=search&iid=en_4mJmP3VcsaT839jiT63qCgk3V1AiCGlrF9NOjV0ELjUrKPtL9xbROczm9KogKXIOneuIKAoHKaHNqY_6VcXxWw%3D%3D&ssid=c85aayqz4g0000001758308789153&qH=4a82715423d654d6
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_6_232&otracker=search&otracker1=search&iid=en_4mJmP3VcsaT839jiT63qCgk3V1AiCGlrF9NOjV0ELjVN3nQkZa0209vpJ8vfWYsebT_WLHOAplKHonO4cA284Q%3D%3D&ssid=c85aayqz4g0000001758308789153&qH=4a82715423d654d6
SM,,₹377,
i-bag,,₹301,
EliteCarry,18 L Gym Duffel Bag - FP1 - Brown,₹211,https://www.flipkart.com/elitecarry-fp1-gym-duffel-bag/p/itm89dbebab8530c?pid=DFBGZ9YM9JMYKTEN&lid=LSTDFBGZ9YM9JMYKTENV8EQV8&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_6_235&otracker=search&otracker1=search&iid=fd49e61f-9c01-44b8-bc41-8bc5bc0776ed.DFBGZ9YM9JMYKTEN.SEARCH&ssid=c85aayqz4g0000001758308789153&qH=4a82715423d654d6
wynex,,₹349,
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_6_237&otracker=search&otracker1=search&iid=en_4mJmP3VcsaT839jiT63qCgk3V1AiCGlrF9NOjV0ELjWn-Ev5he4ZWhYd1pfBS9sJEHcCTrnB5mx0oQZ49t4UHA%3D%3D&ssid=c85aayqz4g0000001758308789153&qH=4a82715423d654d6
HRX by Hrithik Roshan,,₹789,
,"Frontech KB-0042 Wired Keyboard | RGB Backlight | 104 Keys Wired USB Standard Gaming Keyboard Compatible with Desktop, Laptop, Mac with gaming mode ,stand support,multimedia_keys",₹449,https://www.flipkart.com/frontech-kb-0042-wired-keyboard-rgb-backlight-104-keys-usb-standard-gaming-compatible-desktop-laptop-mac-mode-stand-support-multimedia-keys/p/itm9d44588455b56?pid=ACCH2KZB8N2TYFAU&lid=LSTACCH2KZB8N2TYFAU3S6ZZQ&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_6_239&otracker=search&otracker1=search&iid=fd49e61f-9c01-44b8-bc41-8bc5bc0776ed.ACCH2KZB8N2TYFAU.SEARCH&ssid=c85aayqz4g0000001758308789153&qH=4a82715423d654d6
Catbox,Large 35 L Laptop Backpack Large 35L backpack men and women backpack for school bag college bag,₹237,https://www.flipkart.com/catbox-large-35l-backpack-men-women-school-bag-college-35-l/p/itm25643f6bf6287?pid=BKPGVM3FUXZN92BS&lid=LSTBKPGVM3FUXZN92BSLWYYPK&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_6_240&otracker=search&otracker1=search&iid=fd49e61f-9c01-44b8-bc41-8bc5bc0776ed.BKPGVM3FUXZN92BS.SEARCH&ssid=c85aayqz4g0000001758308789153&qH=4a82715423d654d6
NASHER MILES,,₹919,
SBCOLLECTION,Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag,₹292,https://www.flipkart.com/sbcollection-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm33767d48bfdcb?pid=BKPH5VWJQZYQJVGE&lid=LSTBKPH5VWJQZYQJVGE9JRY7K&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_242&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMf66nm4Uw1wJmzAgzVSGPulrNGfPbLrVY7BbONnzscNFg%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
SWISS MILITARY,,₹649,
WALSON,,₹797,
Floto,Small 20 L Laptop Backpack Menbackpacks Boys bags for school college riding hiking mercedes stylish bag,₹269,https://www.flipkart.com/floto-menbackpacks-boys-bags-school-college-riding-hiking-mercedes-stylish-bag-20-l-backpack/p/itme3aaac1a014b4?pid=BKPHYATJYYVHAKVK&lid=LSTBKPHYATJYYVHAKVKSYIFZ8&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_245&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.BKPHYATJYYVHAKVK.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
NDT,,₹320,
Luzian,Medium 22 L Backpack Casual School Design Tuition College Office Shoulder For Unisex,₹227,https://www.flipkart.com/luzian-casual-school-design-tuition-college-office-shoulder-unisex-22-l-backpack/p/itmeedb7b2edc7be?pid=BKPGZ8Y6FGZAGP7W&lid=LSTBKPGZ8Y6FGZAGP7WF2SAWO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_247&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMfhvpOWcg1K7TZdyqJuArhKkskQEe18VY8O4odwcXcvlQ%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
PROVOGUE,,₹219,
Alison,"Brown Men Shoulder Bag Men Sling Bag,Shoulder bag for men,New stylish bag ,,office bag men",₹300,https://www.flipkart.com/alison-brown-shoulder-bag-men-sling-bag-shoulder-men-new-stylish-office/p/itm383ea774159a2?pid=SLBH9MKTVBFUMJ3N&lid=LSTSLBH9MKTVBFUMJ3NOBDTMD&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_249&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBH9MKTVBFUMJ3N.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
Alison,Black Men Shoulder Bag Sling Bag For Men Shoulder Crossbody Bag Anti-Theft For Travel with USB Charging,₹419,https://www.flipkart.com/alison-black-shoulder-bag-sling-men-crossbody-anti-theft-travel-usb-charging/p/itmc4ea208557ac7?pid=SLBHBG6GGEHX9MDH&lid=LSTSLBHBG6GGEHX9MDHIXCEAP&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_250&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBHBG6GGEHX9MDH.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
NASHER MILES,,₹909,
NASHER MILES,,"₹1,509",
GJSHOP,"Black Men & Women Shoulder Bag Multi-pocket functional chest bag, sports fitness business crossbody bag",₹325,https://www.flipkart.com/gjshop-black-shoulder-bag-multi-pocket-functional-chest-bag-sports-fitness-business-crossbody/p/itm86931417a73d6?pid=SLBH7VYYG9HTJKVT&lid=LSTSLBH7VYYG9HTJKVT1MOUCF&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_253&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBH7VYYG9HTJKVT.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
zesla,Black Men & Women Sling Bag Small Crossbody,₹284,https://www.flipkart.com/zesla-black-sling-bag-small-crossbody/p/itm5bb84e15b84cd?pid=SLBHFGGKZ65RZ3ZH&lid=LSTSLBHFGGKZ65RZ3ZHR3EUCU&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_254&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBHFGGKZ65RZ3ZH.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
ZipCraze,,₹500,
MODISH,"50 L Gym Duffel Bag - 50 Liter Expandable Travel Bags for Women, Duffle Bags for Women Luggage - Green",₹269,https://www.flipkart.com/modish-expandable-50-liter-expandable-travel-bags-women-duffle-women-luggage-gym-duffel-bag/p/itm9b8893dbe8f53?pid=DFBH8UHUPGYHXU7X&lid=LSTDFBH8UHUPGYHXU7XW18HAR&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_256&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.DFBH8UHUPGYHXU7X.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
markway,Large 35 L Laptop Backpack spacy comfortable 4th to 10th class casual college Waterproof School Bag,₹264,https://www.flipkart.com/markway-spacy-comfortable-4th-10th-class-casual-college-waterproof-school-bag-35-l-backpack/p/itm254945957396d?pid=BKPGPPRDZGR5CTXE&lid=LSTBKPGPPRDZGR5CTXEGEFK3R&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_257&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMdGKOTByRZulEtKO6JxHUq0ROHuuZi0fUGdG2U0bppC0Q%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
NASHER MILES,,₹869,
MAIZO,,₹176,
Daawat,Super Basmati Rice (Long Grain),₹788,https://www.flipkart.com/daawat-super-basmati-rice-long-grain/p/itm5e7f4d650da77?pid=RICEUC2YGH9ZBNEH&lid=LSTRICEUC2YGH9ZBNEHVXLKOY&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_260&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.RICEUC2YGH9ZBNEH.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
markway,Large 35 L Backpack /School Bag/College Office Casual Waterproof School,₹285,https://www.flipkart.com/markway-school-bag-college-office-casual-waterproof-school-35-l-backpack/p/itm99496768698ff?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCCCCWJG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_261&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMfKaxScSTELGf0ymOmAEOk0E_6l5goJwzkwLxoYgsdM2w%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
SBCOLLECTION,,₹411,
HRX by Hrithik Roshan,,₹839,
ADAAZEL,Large 45 L Laptop Backpack BLACK-HAVVY-BELT,₹322,https://www.flipkart.com/adaazel-black-havvy-belt-45-l-backpack/p/itmc6d8da148d4bb?pid=BKPGXBY4RRYGAXGB&lid=LSTBKPGXBY4RRYGAXGBJMB3F6&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_264&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.BKPGXBY4RRYGAXGB.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
facto,,₹388,
NorthZone,,₹489,
PLEXY,,₹471,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_268&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMdeYTgLU2i1Kanka3ow3ZU-KAYteqLhPOgyYWwbIaOWEA%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
Bluejay,Large 40 L Backpack Casual Laptop School/College/Office/Travel Bag For Men & Women,₹290,https://www.flipkart.com/bluejay-casual-laptop-school-college-office-travel-bag-men-women-40-l-backpack/p/itm3441b7aa5d946?pid=BKPGKVBP9GN6MB4K&lid=LSTBKPGKVBP9GN6MB4K5DVVJM&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_269&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.BKPGKVBP9GN6MB4K.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
Xelcis,,₹378,
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_271&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMcgIHCJiz-jPDOrLEYi3U2cneuIKAoHKaHNqY_6VcXxWw%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_272&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMcMehbJFlAz4HBYKvwQwSMpIdom9fwcbTQsPQWtz6gqcg%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
Swanky,,₹197,
Romofy,Brown Men Sling Bag Casual Trendy Travel Shoulder Crossbody Daytrip Men Slingbag,₹228,https://www.flipkart.com/romofy-brown-sling-bag-casual-trendy-travel-shoulder-crossbody-daytrip-men-slingbag/p/itm1edb08d602b35?pid=SLBGAZWK4NFZUHHV&lid=LSTSLBGAZWK4NFZUHHVNWF4QP&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_274&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBGAZWK4NFZUHHV.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
ASSTYLE,Grey Men Sling Bag Sling Bag Cross body Men’s Sling Messenger Bag for Travel / Office / Business,₹150,https://www.flipkart.com/asstyle-grey-sling-bag-cross-body-mens-messenger-travel-office-business/p/itm0a4f91cddc13a?pid=SLBHCSW8VWMJZDTT&lid=LSTSLBHCSW8VWMJZDTT8IMNIE&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_275&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBHCSW8VWMJZDTT.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
PROVOGUE PLUS,Blue Men & Women Shoulder Bag LEGENDER Unisex Crossbody Bag Sling Bag With USB PORT and SECURE LOCKING SYSTEM,₹490,https://www.flipkart.com/provogue-plus-blue-shoulder-bag-legender-unisex-crossbody-sling-usb-port-secure-locking-system/p/itm5903fcc9622a6?pid=SLBH8ZFJHCZ7QPP7&lid=LSTSLBH8ZFJHCZ7QPP7IVT482&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_276&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBH8ZFJHCZ7QPP7.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
HRX by Hrithik Roshan,,₹789,
markway,Large 35 L Backpack School/College Office Casual Waterproof bag,₹298,https://www.flipkart.com/markway-school-college-office-casual-waterproof-bag-35-l-backpack/p/itm5d272221888ec?pid=BKPGSFTZG6YVZB6F&lid=LSTBKPGSFTZG6YVZB6F0V1GDU&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_278&otracker=search&otracker1=search&iid=en_QeJUZ0Ld9hMHeXMLOeG74i4fAizZP14YEFSaHzBXBMf2LJDO0PHSUYtD8ytqLWkgrxb_L49TPLi-_FH1BB_fSw%3D%3D&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
STORITE,Green Men & Women Sling Bag Cros Body Travel Office Business Messenger One Side Shoulder Bag,₹364,https://www.flipkart.com/storite-green-sling-bag-cros-body-travel-office-business-messenger-one-side-shoulder/p/itmd78b2e091666b?pid=SLBGHUSMWHEB3FD9&lid=LSTSLBGHUSMWHEB3FD9VMP9ZE&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_279&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.SLBGHUSMWHEB3FD9.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
FUOCO,40 L Gym Duffel Bag - Empowered Camouflage Black - Multicolor,₹633,https://www.flipkart.com/fuoco-empowered-camouflage-black-gym-duffel-bag/p/itmd39d2763034fd?pid=DFBGCUCPHSDCMWFK&lid=LSTDFBGCUCPHSDCMWFK7SBP9F&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_7_280&otracker=search&otracker1=search&iid=dd369d2e-1119-4ba5-9bcb-62be4cab6197.DFBGCUCPHSDCMWFK.SEARCH&ssid=o8d1aurilc0000001758308800085&qH=4a82715423d654d6
NASHER MILES,,₹919,
SBCOLLECTION,Large 35 L Backpack Backpack/School Bag/College Bag Office Casual Bag Waterproof School Bag,₹292,https://www.flipkart.com/sbcollection-backpack-school-bag-college-bag-office-casual-waterproof-school-35-l-backpack/p/itm33767d48bfdcb?pid=BKPH5VWJQZYQJVGE&lid=LSTBKPH5VWJQZYQJVGE9JRY7K&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_282&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ89xrq-Ad1wTZ6wsTzdke9XJrNGfPbLrVY7BbONnzscNFg%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
CROWN,,₹276,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹319,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm021c48d0bd056?pid=BKPGW3M7TGJSNYXN&lid=LSTBKPGW3M7TGJSNYXNKRPZZ6&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_284&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.BKPGW3M7TGJSNYXN.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
Cluci,,₹375,
Floto,,₹315,
Luzian,Medium 22 L Backpack Casual School Design Tuition College Office Shoulder For Unisex,₹227,https://www.flipkart.com/luzian-casual-school-design-tuition-college-office-shoulder-unisex-22-l-backpack/p/itmeedb7b2edc7be?pid=BKPGZ8Y6FGZAGP7W&lid=LSTBKPGZ8Y6FGZAGP7WF2SAWO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_287&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ88ICyZZ2tfZjivR5JfSzKzQ-aAB3YL6_mdNKMsbnPf9Sg%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
PROVOGUE,,₹219,
H-Hemes,Small 16 L Backpack Small Bag Printed Bag for Daily Use Gym Bag With Front Zipper Pocket,₹270,https://www.flipkart.com/h-hemes-small-bag-printed-daily-use-gym-front-zipper-pocket-16-l-backpack/p/itm00387635d7a16?pid=BKPH2HW6YBGZDER8&lid=LSTBKPH2HW6YBGZDER8UT2KZS&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_289&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.BKPH2HW6YBGZDER8.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
ADAAZEL,,₹289,
NASHER MILES,,₹909,
NASHER MILES,,"₹1,509",
fashnita,,₹367,
Dherik Tradworld,,₹340,
KARTUNBOX,Grey Men Shoulder Bag fashion bag grey,₹403,https://www.flipkart.com/kartunbox-grey-shoulder-bag-fashion/p/itm1a3ed2d8fb967?pid=SLBH3YK4MNCVGZ3Z&lid=LSTSLBH3YK4MNCVGZ3Z8BBYLK&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_295&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.SLBH3YK4MNCVGZ3Z.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
F Gear,,₹530,
markway,Large 35 L Laptop Backpack spacy comfortable 4th to 10th class casual college Waterproof School Bag,₹264,https://www.flipkart.com/markway-spacy-comfortable-4th-10th-class-casual-college-waterproof-school-bag-35-l-backpack/p/itm254945957396d?pid=BKPGPPRDZGR5CTXE&lid=LSTBKPGPPRDZGR5CTXEGEFK3R&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_297&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ8_NGJEZThNbKEVn_Kfx4GnjROHuuZi0fUGdG2U0bppC0Q%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
NASHER MILES,,₹869,
LatMap,Black Men Sling Bag Crossbody Bag Side Bag For Men Sling Bag,₹234,https://www.flipkart.com/latmap-black-sling-bag-crossbody-side-men/p/itmf7c2378b1f29d?pid=SLBH9S5VN4QVDX3H&lid=LSTSLBH9S5VN4QVDX3HLDIKF8&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_299&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.SLBH9S5VN4QVDX3H.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
VK Fashions,,₹212,
markway,Large 35 L Backpack /School Bag/College Office Casual Waterproof School,₹285,https://www.flipkart.com/markway-school-bag-college-office-casual-waterproof-school-35-l-backpack/p/itm99496768698ff?pid=BKPGSFTZEGUZX9SC&lid=LSTBKPGSFTZEGUZX9SCCCCWJG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_301&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ89qtITdPgfzeWrclGNMtNK3E_6l5goJwzkwLxoYgsdM2w%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
SWISS MILITARY,,"₹1,499",
FitnessHub,25 L Gym Duffel Bag - Premium Leather Gym Bag for Men &Women|Stylish Travel Duffle with Shoulder Strap - Brown,₹224,https://www.flipkart.com/fitnesshub-premium-leather-gym-bag-men-women-stylish-travel-duffle-shoulder-strap-duffel/p/itm0eb3eb48ee860?pid=DFBHF7BKUHBBWJYS&lid=LSTDFBHF7BKUHBBWJYSCDX6PT&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_303&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.DFBHF7BKUHBBWJYS.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
,"ZEBRONICS Zeb-Judwaa 750 Combo Wired USB Standard Desktop Keyboard Compatible with Desktop, Laptop, Mac with 104 Keys and a USB Mouse with 1200 DPI",₹379,https://www.flipkart.com/zebronics-zeb-judwaa-750-combo-wired-usb-standard-desktop-keyboard-compatible-desktop-laptop-mac-104-keys-mouse-1200-dpi/p/itm6d37d60574c31?pid=ACCFBDCVVNXUWBXH&lid=LSTACCFBDCVVNXUWBXHFCYQTH&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_304&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.ACCFBDCVVNXUWBXH.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
markway,Large 35 L Backpack School /College Office Casual Waterproof,₹279,https://www.flipkart.com/markway-school-college-office-casual-waterproof-35-l-backpack/p/itm22fba92920e5e?pid=BKPGSFTZEYNUWQTH&lid=LSTBKPGSFTZEYNUWQTHFQ3MRG&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_305&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.BKPGSFTZEYNUWQTH.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
HRX by Hrithik Roshan,,₹839,
SBCOLLECTION,,₹411,
PLEXY,,₹471,
Galaxy Craft,,₹498,
Fast look,,₹408,
SBCOLLECTION,Medium 30 L Laptop Backpack Reflective Strip Waterproof Office/School/College/Business/Travel Bag Unisex,₹272,https://www.flipkart.com/sbcollection-reflective-strip-waterproof-office-school-college-business-travel-bag-unisex-30-l-backpack/p/itm49ebf73d3a368?pid=BKPGW3MDMBEXCUHJ&lid=LSTBKPGW3MDMBEXCUHJAUKJ1E&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_311&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ89ghuTDetWoB9T4zjiRZb7Jo0FZ8KH47BcBWwjLcehBzQ%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
markway,Large 35 L Laptop Backpack Laptop Water Resistant () Waterproof School Bag,₹301,https://www.flipkart.com/markway-laptop-water-resistant-waterproof-school-bag-35-l-backpack/p/itm794ecbef95dc3?pid=BKPH6GTSN8HRQR5Y&lid=LSTBKPH6GTSN8HRQR5YX7NOL7&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_312&otracker=search&otracker1=search&iid=en_3jiBUp79Q5HJqkibV9CSKHqE_8uR8wOT8olhhxwbZ88pqC-dM48kFyIGlrTa8JLY9SSYSYUfavO4JXHJfdkyXw%3D%3D&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
Aveek,Small 11 L Backpack Bag28,₹182,https://www.flipkart.com/aveek-bag28-11-l-backpack/p/itma13b2189b8142?pid=BKPGQDRFJVHRNG7S&lid=LSTBKPGQDRFJVHRNG7SECJEZO&marketplace=FLIPKART&q=bag&store=search.flipkart.com&srno=s_8_313&otracker=search&otracker1=search&iid=ea230013-0614-476b-8d2f-41b38634d35e.BKPGQDRFJVHRNG7S.SEARCH&ssid=prbu061cu80000001758308813602&qH=4a82715423d654d6
